Attaching to vllm-autoheal, vllm-chat, vllm-embed
vllm-chat  | (APIServer pid=1) INFO:     172.24.0.5:37200 - "GET /metrics HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     127.0.0.1:40326 - "GET /health HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.5:52048 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO 06-15 09:09:47 [loggers.py:271] Engine 000: Avg prompt throughput: 139.2 tokens/s, Avg generation throughput: 4.9 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 3.5%, Prefix cache hit rate: 0.0%
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.5:45548 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.1:34464 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:54696 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:46448 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO 06-15 09:09:57 [loggers.py:271] Engine 000: Avg prompt throughput: 139.3 tokens/s, Avg generation throughput: 4.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 3.5%, Prefix cache hit rate: 0.0%
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.5:57720 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.1:40056 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.1:38998 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:38704 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:42698 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.5:59700 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:38720 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:42698 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:38720 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:42698 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:42700 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO 06-15 09:10:07 [loggers.py:271] Engine 000: Avg prompt throughput: 257.4 tokens/s, Avg generation throughput: 9.4 tokens/s, Running: 2 reqs, Waiting: 0 reqs, GPU KV cache usage: 7.0%, Prefix cache hit rate: 0.0%
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:42698 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:38720 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:42700 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     127.0.0.1:44824 - "GET /health HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.1:36390 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:42698 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:46470 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:42700 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:38720 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:42698 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO 06-15 09:10:12 [loggers.py:271] Engine 000: Avg prompt throughput: 8.9 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 2.1%
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.5:51632 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:46470 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:42700 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:42698 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:46470 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:42700 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO 06-15 09:10:17 [loggers.py:271] Engine 000: Avg prompt throughput: 19.9 tokens/s, Avg generation throughput: 18.5 tokens/s, Running: 2 reqs, Waiting: 0 reqs, GPU KV cache usage: 7.0%, Prefix cache hit rate: 0.0%
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.5:47304 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:46470 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:42698 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:42700 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:46470 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:42698 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO 06-15 09:10:22 [loggers.py:271] Engine 000: Avg prompt throughput: 21.1 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 2.1%
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:42700 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:42698 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:56000 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:38720 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO 06-15 09:10:27 [loggers.py:271] Engine 000: Avg prompt throughput: 139.3 tokens/s, Avg generation throughput: 23.7 tokens/s, Running: 2 reqs, Waiting: 1 reqs, Deferred: 1 reqs, GPU KV cache usage: 7.0%, Prefix cache hit rate: 0.0%
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.5:39002 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.1:39532 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:46470 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO 06-15 09:10:32 [loggers.py:271] Engine 000: Avg prompt throughput: 0.5 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 2.1%
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.5:42324 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.1:55138 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:46470 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:55182 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:59166 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:46470 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:59166 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:55196 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:59176 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO 06-15 09:10:37 [loggers.py:271] Engine 000: Avg prompt throughput: 105.7 tokens/s, Avg generation throughput: 23.6 tokens/s, Running: 2 reqs, Waiting: 2 reqs, Deferred: 2 reqs, GPU KV cache usage: 7.0%, Prefix cache hit rate: 0.0%
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:59166 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:55196 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     127.0.0.1:42008 - "GET /health HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:55196 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:59166 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:59176 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:59166 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO 06-15 09:10:42 [loggers.py:271] Engine 000: Avg prompt throughput: 23.1 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 2.1%
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.5:41742 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:55196 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:59176 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:55182 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO 06-15 09:10:47 [loggers.py:271] Engine 000: Avg prompt throughput: 29.3 tokens/s, Avg generation throughput: 25.5 tokens/s, Running: 2 reqs, Waiting: 1 reqs, Deferred: 1 reqs, GPU KV cache usage: 7.0%, Prefix cache hit rate: 0.0%
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.5:48240 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:55196 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:34014 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:59176 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:46470 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:34014 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:55196 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO 06-15 09:10:52 [loggers.py:271] Engine 000: Avg prompt throughput: 17.1 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 2.1%
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:59176 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:55196 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.1:55144 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:34014 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:55182 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:55182 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:59176 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:46470 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO 06-15 09:10:57 [loggers.py:271] Engine 000: Avg prompt throughput: 198.9 tokens/s, Avg generation throughput: 24.2 tokens/s, Running: 2 reqs, Waiting: 0 reqs, GPU KV cache usage: 7.0%, Prefix cache hit rate: 0.0%
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:55182 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:34014 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:59176 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.5:44826 - "GET /metrics HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:34014 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:55196 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:59176 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:55182 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:46470 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:34014 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:55182 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO 06-15 09:11:02 [loggers.py:271] Engine 000: Avg prompt throughput: 11.6 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 2.1%
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.5:45742 - "GET /metrics HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:59176 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:46470 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:34014 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.1:58062 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:46470 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:59176 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:55196 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO 06-15 09:11:07 [loggers.py:271] Engine 000: Avg prompt throughput: 245.1 tokens/s, Avg generation throughput: 23.2 tokens/s, Running: 2 reqs, Waiting: 1 reqs, GPU KV cache usage: 7.0%, Prefix cache hit rate: 0.0%
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:46470 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:34014 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:39198 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:59176 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:55196 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:46470 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     127.0.0.1:55860 - "GET /health HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:34014 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:55196 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO 06-15 09:11:12 [loggers.py:271] Engine 000: Avg prompt throughput: 23.6 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 2.1%
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:34014 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:55196 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:59176 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.5:50588 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.1:60336 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:55196 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:34014 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:39198 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:46470 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO 06-15 09:11:17 [loggers.py:271] Engine 000: Avg prompt throughput: 230.0 tokens/s, Avg generation throughput: 21.6 tokens/s, Running: 2 reqs, Waiting: 0 reqs, GPU KV cache usage: 7.0%, Prefix cache hit rate: 0.0%
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.5:43218 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:39198 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:59176 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:34014 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:55196 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (EngineCore pid=122) WARNING 06-15 09:11:19 [jit_monitor.py:103] Triton kernel JIT compilation during inference: batch_memcpy_kernel. This causes a latency spike; consider extending warmup to cover this shape/config.
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:46470 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:59176 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:55196 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO 06-15 09:11:22 [loggers.py:271] Engine 000: Avg prompt throughput: 24.7 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 2.1%
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:46470 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:34014 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:59176 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:46470 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:34014 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.1:57430 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO 06-15 09:11:27 [loggers.py:271] Engine 000: Avg prompt throughput: 195.4 tokens/s, Avg generation throughput: 23.6 tokens/s, Running: 2 reqs, Waiting: 0 reqs, GPU KV cache usage: 7.8%, Prefix cache hit rate: 0.0%
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:59176 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:46470 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:34014 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.5:45434 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:39198 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:39198 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:59176 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:46470 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO 06-15 09:11:32 [loggers.py:271] Engine 000: Avg prompt throughput: 31.9 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 2.1%
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.5:42064 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:39198 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:39198 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:34014 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:39198 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:34014 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:59176 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:46470 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.1:59306 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:46470 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:34014 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.1:57916 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO 06-15 09:11:37 [loggers.py:271] Engine 000: Avg prompt throughput: 230.2 tokens/s, Avg generation throughput: 24.5 tokens/s, Running: 2 reqs, Waiting: 1 reqs, Deferred: 1 reqs, GPU KV cache usage: 7.8%, Prefix cache hit rate: 0.0%
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:46470 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:59176 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:34014 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.1:57900 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     127.0.0.1:44320 - "GET /health HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:46470 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:59176 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:39198 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO 06-15 09:11:42 [loggers.py:271] Engine 000: Avg prompt throughput: 24.7 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 2.1%
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:46470 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:46470 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:59176 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:34014 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.5:45552 - "GET /metrics HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:59176 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:38704 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:39198 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:46470 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:34014 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO 06-15 09:11:47 [loggers.py:271] Engine 000: Avg prompt throughput: 222.8 tokens/s, Avg generation throughput: 19.8 tokens/s, Running: 2 reqs, Waiting: 0 reqs, GPU KV cache usage: 7.0%, Prefix cache hit rate: 0.0%
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.5:52850 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:39198 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:59176 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:34014 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.1:37452 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:39198 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:59176 - "GET /v1/models HTTP/1.1" 200 OK
